customer_id,first_name,last_name,email,signup_date,customer_segment,city
CUST-000057,Valentina,Fernandez,valentina.fernandez.57@example.com,2026-03-12,STANDARD,La Plata
CUST-000058,Lucia,Acosta,lucia.acosta.58@example.com,2023-06-17,STANDARD,La Plata
CUST-000059,Paula,Torres,paula.torres.59@example.com,2024-10-09,PREMIUM,Córdoba
CUST-000060,Nicolas,Lopez,nicolas.lopez.60@example.com,2024-06-27,STANDARD,Rosario
CUST-000061,Martin,Diaz,martin.diaz.61@example.com,2023-05-29,STANDARD,La Plata
CUST-000062,Paula,Fernandez,paula.fernandez.62@example.com,2023-05-31,STANDARD,La Plata
CUST-000063,Camila,Rodriguez,camila.rodriguez.63@example.com,2024-12-15,PREMIUM,Córdoba
CUST-000064,Nicolas,Martinez,nicolas.martinez.64@example.com,2023-11-20,STANDARD,La Plata
CUST-000065,Camila,Acosta,camila.acosta.65@example.com,2025-12-19,STANDARD,La Plata
CUST-000066,Camila,Fernandez,camila.fernandez.66@example.com,2023-10-03,STANDARD,Buenos Aires
CUST-000067,Agustin,Rodriguez,agustin.rodriguez.67@example.com,2024-07-11,STANDARD,Córdoba
CUST-000068,Nicolas,Lopez,nicolas.lopez.68@example.com,2026-07-22,PREMIUM,La Plata
CUST-000069,Martin,Martinez,martin.martinez.69@example.com,2023-04-15,STANDARD,Mendoza
CUST-000070,Camila,Gomez,camila.gomez.70@example.com,2023-01-08,STANDARD,Córdoba
CUST-000071,Camila,Rodriguez,camila.rodriguez.71@example.com,2025-06-23,STANDARD,Mendoza
CUST-000072,Agustin,Gomez,agustin.gomez.72@example.com,2023-08-18,STANDARD,Córdoba
CUST-000073,Agustin,Gomez,agustin.gomez.73@example.com,2025-01-26,STANDARD,Córdoba
CUST-000074,Valentina,Rodriguez,valentina.rodriguez.74@example.com,2023-03-27,STANDARD,Buenos Aires
CUST-000075,Nicolas,Lopez,nicolas.lopez.75@example.com,2024-05-26,STANDARD,Rosario
CUST-000076,Agustin,Sanchez,agustin.sanchez.76@example.com,2026-06-25,PREMIUM,Córdoba
CUST-000077,Sofia,Rodriguez,sofia.rodriguez.77@example.com,2025-04-24,STANDARD,Rosario
CUST-000078,Valentina,Lopez,valentina.lopez.78@example.com,2024-06-30,STANDARD,Buenos Aires
CUST-000079,Valentina,Gomez,valentina.gomez.79@example.com,2025-08-21,STANDARD,Mendoza
CUST-000080,Nicolas,Martinez,nicolas.martinez.80@example.com,2024-04-11,STANDARD,Córdoba
CUST-000081,Valentina,Diaz,valentina.diaz.81@example.com,2024-07-24,PREMIUM,Rosario
CUST-000082,Nicolas,Torres,nicolas.torres.82@example.com,2025-03-29,STANDARD,La Plata
CUST-000083,Nicolas,Gomez,nicolas.gomez.83@example.com,2023-08-25,PREMIUM,Rosario
CUST-000084,Sofia,Acosta,sofia.acosta.84@example.com,2024-06-27,STANDARD,La Plata
CUST-000085,Valentina,Diaz,valentina.diaz.85@example.com,2024-10-04,STANDARD,La Plata
CUST-000086,Mateo,Sanchez,mateo.sanchez.86@example.com,2026-03-26,STANDARD,Buenos Aires
CUST-000087,Valentina,Gomez,valentina.gomez.87@example.com,2025-11-30,PREMIUM,La Plata
CUST-000088,Juan,Diaz,juan.diaz.88@example.com,2025-06-02,STANDARD,Rosario
CUST-000089,Paula,Diaz,paula.diaz.89@example.com,2023-09-13,PREMIUM,Rosario
CUST-000090,Agustin,Martinez,agustin.martinez.90@example.com,2025-04-16,STANDARD,Rosario
CUST-000091,Agustin,Rodriguez,agustin.rodriguez.91@example.com,2024-01-28,STANDARD,Mendoza
CUST-000092,Sofia,Acosta,sofia.acosta.92@example.com,2026-03-11,STANDARD,La Plata
CUST-000093,Lucia,Martinez,lucia.martinez.93@example.com,2024-08-10,STANDARD,La Plata
CUST-000094,Paula,Diaz,paula.diaz.94@example.com,2025-08-10,STANDARD,Córdoba
CUST-000095,Agustin,Romero,agustin.romero.95@example.com,2023-12-14,STANDARD,Rosario
CUST-000096,Agustin,Acosta,agustin.acosta.96@example.com,2024-11-17,STANDARD,Córdoba
CUST-000097,Camila,Lopez,camila.lopez.97@example.com,2024-02-12,STANDARD,Buenos Aires
CUST-000098,Juan,Romero,juan.romero.98@example.com,2026-06-05,PREMIUM,Buenos Aires
CUST-000099,Martin,Sanchez,martin.sanchez.99@example.com,2026-07-13,STANDARD,Mendoza
CUST-000100,Martin,Sanchez,martin.sanchez.100@example.com,2024-05-14,STANDARD,Buenos Aires
CUST-000101,Mateo,Sanchez,mateo.sanchez.101@example.com,2024-03-24,STANDARD,La Plata
CUST-000102,Martin,Gomez,martin.gomez.102@example.com,2026-02-15,STANDARD,Buenos Aires
CUST-000103,Martin,Rodriguez,martin.rodriguez.103@example.com,2025-08-09,STANDARD,La Plata
CUST-000104,Paula,Diaz,paula.diaz.104@example.com,2025-06-25,STANDARD,La Plata
CUST-000105,Valentina,Torres,valentina.torres.105@example.com,2025-07-02,PREMIUM,Mendoza
CUST-000106,Martin,Martinez,martin.martinez.106@example.com,2024-05-21,PREMIUM,Rosario
CUST-000107,Agustin,Romero,agustin.romero.107@example.com,2026-07-07,STANDARD,Mendoza
CUST-000108,Mateo,Martinez,mateo.martinez.108@example.com,2024-04-25,STANDARD,Rosario
CUST-000109,Agustin,Fernandez,agustin.fernandez.109@example.com,2023-10-11,STANDARD,Mendoza
CUST-000110,Sofia,Lopez,sofia.lopez.110@example.com,2023-05-12,STANDARD,Rosario
CUST-000111,Agustin,Romero,agustin.romero.111@example.com,2025-05-01,STANDARD,Mendoza
CUST-000112,Valentina,Acosta,valentina.acosta.112@example.com,2023-02-10,PREMIUM,La Plata
CUST-000113,Valentina,Romero,valentina.romero.113@example.com,2023-01-13,PREMIUM,Rosario
CUST-000114,Valentina,Sanchez,valentina.sanchez.114@example.com,2026-01-07,PREMIUM,La Plata
CUST-000115,Paula,Lopez,paula.lopez.115@example.com,2025-09-26,STANDARD,Mendoza
CUST-000116,Martin,Gomez,martin.gomez.116@example.com,2025-03-07,STANDARD,Mendoza
CUST-000117,Sofia,Romero,sofia.romero.117@example.com,2023-09-19,BUSINESS,La Plata
CUST-000118,Lucia,Sanchez,lucia.sanchez.118@example.com,2026-04-27,STANDARD,Buenos Aires
CUST-000119,Mateo,Sanchez,mateo.sanchez.119@example.com,2023-10-05,PREMIUM,Córdoba
CUST-000120,Lucia,Martinez,lucia.martinez.120@example.com,2025-02-15,STANDARD,Mendoza
CUST-000121,Nicolas,Diaz,nicolas.diaz.121@example.com,2025-02-15,STANDARD,Mendoza
CUST-000122,Camila,Fernandez,camila.fernandez.122@example.com,2025-08-21,STANDARD,La Plata
CUST-000123,Lucia,Diaz,lucia.diaz.123@example.com,2024-04-04,STANDARD,Buenos Aires
CUST-000124,Lucia,Lopez,lucia.lopez.124@example.com,2024-02-13,PREMIUM,La Plata
CUST-000125,Sofia,Lopez,sofia.lopez.125@example.com,2023-09-16,STANDARD,Buenos Aires
CUST-000126,Paula,Lopez,paula.lopez.126@example.com,2025-08-10,STANDARD,Rosario
CUST-000127,Sofia,Acosta,sofia.acosta.127@example.com,2026-05-28,BUSINESS,Buenos Aires
CUST-000128,Sofia,Martinez,sofia.martinez.128@example.com,2023-08-10,STANDARD,Rosario
CUST-000129,Paula,Sanchez,paula.sanchez.129@example.com,2025-03-23,PREMIUM,Córdoba
CUST-000130,Mateo,Acosta,mateo.acosta.130@example.com,2026-07-08,STANDARD,Rosario
CUST-000131,Paula,Fernandez,paula.fernandez.131@example.com,2026-03-05,PREMIUM,Rosario
CUST-000132,Agustin,Sanchez,agustin.sanchez.132@example.com,2025-01-28,STANDARD,Rosario
CUST-000133,Lucia,Sanchez,lucia.sanchez.133@example.com,2025-09-30,STANDARD,Rosario
CUST-000134,Martin,Rodriguez,martin.rodriguez.134@example.com,2025-06-10,STANDARD,La Plata
CUST-000135,Camila,Acosta,camila.acosta.135@example.com,2026-01-07,PREMIUM,Mendoza
CUST-000136,Valentina,Acosta,valentina.acosta.136@example.com,2024-07-03,STANDARD,Córdoba
CUST-000137,Mateo,Martinez,mateo.martinez.137@example.com,2025-07-12,STANDARD,Mendoza
CUST-000138,Paula,Acosta,paula.acosta.138@example.com,2025-02-15,STANDARD,Mendoza
CUST-000139,Nicolas,Rodriguez,nicolas.rodriguez.139@example.com,2025-09-25,STANDARD,Rosario
CUST-000140,Nicolas,Martinez,nicolas.martinez.140@example.com,2026-05-05,PREMIUM,Rosario
CUST-000141,Agustin,Gomez,agustin.gomez.141@example.com,2025-11-24,PREMIUM,Buenos Aires
CUST-000142,Juan,Sanchez,juan.sanchez.142@example.com,2025-09-27,STANDARD,Córdoba
CUST-000143,Martin,Romero,martin.romero.143@example.com,2025-07-06,PREMIUM,Buenos Aires
CUST-000144,Camila,Lopez,camila.lopez.144@example.com,2025-04-08,STANDARD,Rosario
CUST-000145,Paula,Diaz,paula.diaz.145@example.com,2025-08-27,STANDARD,Rosario
CUST-000146,Valentina,Torres,valentina.torres.146@example.com,2024-11-08,STANDARD,Mendoza
CUST-000147,Camila,Martinez,camila.martinez.147@example.com,2024-05-29,STANDARD,Córdoba
CUST-000148,Nicolas,Fernandez,nicolas.fernandez.148@example.com,2026-01-02,BUSINESS,Córdoba
CUST-000149,Juan,Lopez,juan.lopez.149@example.com,2025-09-18,STANDARD,La Plata
CUST-000150,Agustin,Acosta,agustin.acosta.150@example.com,2024-08-02,BUSINESS,Córdoba
CUST-000151,Camila,Lopez,camila.lopez.151@example.com,2025-01-09,STANDARD,Buenos Aires
CUST-000152,Agustin,Rodriguez,agustin.rodriguez.152@example.com,2024-07-15,STANDARD,Buenos Aires
CUST-000153,Agustin,Martinez,agustin.martinez.153@example.com,2023-09-16,STANDARD,Mendoza
CUST-000154,Mateo,Gomez,mateo.gomez.154@example.com,2026-03-21,STANDARD,Mendoza
CUST-000155,Martin,Diaz,martin.diaz.155@example.com,2024-01-13,BUSINESS,Rosario
CUST-000156,Martin,Fernandez,martin.fernandez.156@example.com,2023-05-14,STANDARD,Buenos Aires
CUST-000157,Paula,Gomez,paula.gomez.157@example.com,2023-11-07,STANDARD,La Plata
CUST-000158,Camila,Fernandez,camila.fernandez.158@example.com,2024-05-23,STANDARD,Mendoza
CUST-000159,Paula,Acosta,paula.acosta.159@example.com,2026-06-20,STANDARD,La Plata
CUST-000160,Valentina,Romero,valentina.romero.160@example.com,2025-06-25,STANDARD,La Plata
CUST-000161,Valentina,Martinez,valentina.martinez.161@example.com,2026-03-10,STANDARD,La Plata
CUST-000162,Mateo,Lopez,mateo.lopez.162@example.com,2026-07-05,STANDARD,Buenos Aires
CUST-000163,Sofia,Lopez,sofia.lopez.163@example.com,2023-12-22,STANDARD,Córdoba
CUST-000164,Lucia,Sanchez,lucia.sanchez.164@example.com,2025-07-11,STANDARD,Mendoza
CUST-000165,Camila,Gomez,camila.gomez.165@example.com,2024-04-19,STANDARD,Rosario
CUST-000166,Martin,Fernandez,martin.fernandez.166@example.com,2024-04-23,PREMIUM,La Plata
CUST-000167,Juan,Sanchez,juan.sanchez.167@example.com,2023-08-24,STANDARD,Córdoba
CUST-000168,Camila,Rodriguez,camila.rodriguez.168@example.com,2023-05-27,STANDARD,Rosario
CUST-000169,Paula,Acosta,paula.acosta.169@example.com,2024-08-14,STANDARD,Mendoza
CUST-000170,Camila,Sanchez,camila.sanchez.170@example.com,2024-07-11,STANDARD,Mendoza
CUST-000171,Martin,Fernandez,martin.fernandez.171@example.com,2026-05-09,STANDARD,Mendoza
CUST-000172,Nicolas,Acosta,nicolas.acosta.172@example.com,2024-05-27,STANDARD,Córdoba
CUST-000173,Paula,Acosta,paula.acosta.173@example.com,2023-02-12,BUSINESS,Rosario
CUST-000174,Paula,Gomez,paula.gomez.174@example.com,2023-12-25,STANDARD,Mendoza
CUST-000175,Camila,Rodriguez,camila.rodriguez.175@example.com,2026-04-13,STANDARD,Mendoza
CUST-000176,Mateo,Romero,mateo.romero.176@example.com,2024-12-13,STANDARD,Rosario
CUST-000177,Mateo,Rodriguez,mateo.rodriguez.177@example.com,2024-11-06,STANDARD,Mendoza
CUST-000178,Camila,Sanchez,camila.sanchez.178@example.com,2026-01-31,STANDARD,Buenos Aires
CUST-000179,Nicolas,Martinez,nicolas.martinez.179@example.com,2024-10-24,STANDARD,Mendoza
CUST-000180,Agustin,Gomez,agustin.gomez.180@example.com,2026-01-16,STANDARD,Buenos Aires
CUST-000181,Juan,Torres,juan.torres.181@example.com,2025-01-10,STANDARD,Mendoza
CUST-000182,Martin,Gomez,martin.gomez.182@example.com,2024-02-21,STANDARD,Córdoba
CUST-000183,Camila,Romero,camila.romero.183@example.com,2025-09-19,STANDARD,La Plata
CUST-000184,Juan,Rodriguez,juan.rodriguez.184@example.com,2024-09-28,STANDARD,La Plata
CUST-000185,Valentina,Fernandez,valentina.fernandez.185@example.com,2024-04-05,BUSINESS,Buenos Aires
CUST-000186,Martin,Fernandez,martin.fernandez.186@example.com,2026-08-19,PREMIUM,Mendoza
CUST-000187,Camila,Torres,camila.torres.187@example.com,2024-07-13,STANDARD,Mendoza
CUST-000188,Martin,Lopez,martin.lopez.188@example.com,2025-07-24,STANDARD,Mendoza
CUST-000189,Juan,Acosta,juan.acosta.189@example.com,2025-11-06,PREMIUM,Córdoba
CUST-000190,Mateo,Martinez,mateo.martinez.190@example.com,2025-04-29,STANDARD,La Plata
CUST-000191,Camila,Gomez,camila.gomez.191@example.com,2024-08-02,PREMIUM,La Plata
CUST-000192,Paula,Romero,paula.romero.192@example.com,2023-11-01,STANDARD,Mendoza
CUST-000193,Nicolas,Diaz,nicolas.diaz.193@example.com,2026-02-04,PREMIUM,Mendoza
CUST-000194,Martin,Diaz,martin.diaz.194@example.com,2024-01-22,BUSINESS,Córdoba
CUST-000195,Paula,Sanchez,paula.sanchez.195@example.com,2024-04-23,PREMIUM,Mendoza
CUST-000196,Lucia,Diaz,lucia.diaz.196@example.com,2025-08-26,PREMIUM,Mendoza
CUST-000197,Valentina,Rodriguez,valentina.rodriguez.197@example.com,2025-10-11,BUSINESS,Córdoba
CUST-000198,Agustin,Acosta,agustin.acosta.198@example.com,2024-11-10,PREMIUM,Mendoza
CUST-000199,Mateo,Torres,mateo.torres.199@example.com,2025-07-24,STANDARD,Córdoba
CUST-000200,Valentina,Rodriguez,valentina.rodriguez.200@example.com,2023-06-03,STANDARD,Rosario
CUST-000201,Nicolas,Acosta,nicolas.acosta.201@example.com,2025-03-25,STANDARD,Rosario
CUST-000202,Agustin,Sanchez,agustin.sanchez.202@example.com,2024-10-10,STANDARD,Mendoza
CUST-000203,Agustin,Gomez,agustin.gomez.203@example.com,2026-06-18,STANDARD,Rosario
CUST-000204,Juan,Fernandez,juan.fernandez.204@example.com,2025-06-07,BUSINESS,Buenos Aires
CUST-000205,Martin,Rodriguez,martin.rodriguez.205@example.com,2024-09-05,PREMIUM,Buenos Aires
CUST-000206,Nicolas,Gomez,nicolas.gomez.206@example.com,2024-08-23,STANDARD,Mendoza
CUST-000207,Sofia,Lopez,sofia.lopez.207@example.com,2025-12-23,STANDARD,Córdoba
CUST-000208,Sofia,Rodriguez,sofia.rodriguez.208@example.com,2023-06-11,STANDARD,Mendoza
CUST-000209,Paula,Lopez,paula.lopez.209@example.com,2025-10-16,PREMIUM,Córdoba
CUST-000210,Juan,Romero,juan.romero.210@example.com,2026-07-30,STANDARD,Rosario
CUST-000211,Lucia,Romero,lucia.romero.211@example.com,2024-08-12,STANDARD,Córdoba
CUST-000212,Mateo,Romero,mateo.romero.212@example.com,2024-12-08,BUSINESS,Rosario
CUST-000213,Valentina,Martinez,valentina.martinez.213@example.com,2025-07-24,PREMIUM,Córdoba
CUST-000214,Valentina,Romero,valentina.romero.214@example.com,2023-08-07,STANDARD,La Plata
CUST-000215,Nicolas,Acosta,nicolas.acosta.215@example.com,2024-08-28,BUSINESS,Rosario
CUST-000216,Lucia,Sanchez,lucia.sanchez.216@example.com,2024-07-16,STANDARD,Buenos Aires
CUST-000217,Paula,Romero,paula.romero.217@example.com,2024-08-09,PREMIUM,Córdoba
CUST-000218,Paula,Diaz,paula.diaz.218@example.com,2024-03-24,STANDARD,La Plata
CUST-000219,Camila,Rodriguez,camila.rodriguez.219@example.com,2026-07-10,STANDARD,Buenos Aires
CUST-000220,Camila,Romero,camila.romero.220@example.com,2023-03-10,STANDARD,Córdoba
CUST-000221,Mateo,Martinez,mateo.martinez.221@example.com,2024-10-31,PREMIUM,Córdoba
CUST-000222,Juan,Rodriguez,juan.rodriguez.222@example.com,2026-01-09,PREMIUM,Rosario
CUST-000223,Agustin,Torres,agustin.torres.223@example.com,2024-07-12,PREMIUM,Rosario
CUST-000224,Martin,Martinez,martin.martinez.224@example.com,2024-11-24,PREMIUM,Mendoza
CUST-000225,Mateo,Rodriguez,mateo.rodriguez.225@example.com,2024-04-07,PREMIUM,Mendoza
CUST-000226,Agustin,Diaz,agustin.diaz.226@example.com,2023-07-04,PREMIUM,Buenos Aires
CUST-000227,Camila,Torres,camila.torres.227@example.com,2023-09-11,STANDARD,Rosario
CUST-000228,Paula,Sanchez,paula.sanchez.228@example.com,2026-07-31,PREMIUM,Buenos Aires
CUST-000229,Juan,Romero,juan.romero.229@example.com,2023-02-21,STANDARD,La Plata
CUST-000230,Nicolas,Acosta,nicolas.acosta.230@example.com,2024-03-29,STANDARD,Mendoza
CUST-000231,Camila,Sanchez,camila.sanchez.231@example.com,2023-08-27,STANDARD,Buenos Aires
CUST-000232,Camila,Romero,camila.romero.232@example.com,2023-08-26,STANDARD,La Plata
CUST-000233,Sofia,Sanchez,sofia.sanchez.233@example.com,2025-07-18,STANDARD,La Plata
CUST-000234,Valentina,Acosta,valentina.acosta.234@example.com,2023-11-13,PREMIUM,Buenos Aires
CUST-000235,Martin,Acosta,martin.acosta.235@example.com,2025-04-15,PREMIUM,Rosario
CUST-000236,Lucia,Diaz,lucia.diaz.236@example.com,2024-03-20,STANDARD,Córdoba
CUST-000237,Nicolas,Fernandez,nicolas.fernandez.237@example.com,2025-01-22,STANDARD,Rosario
CUST-000238,Lucia,Sanchez,lucia.sanchez.238@example.com,2024-07-19,STANDARD,Buenos Aires
CUST-000239,Martin,Fernandez,martin.fernandez.239@example.com,2024-03-10,STANDARD,La Plata
CUST-000240,Lucia,Gomez,lucia.gomez.240@example.com,2024-11-14,STANDARD,Córdoba
CUST-000241,Paula,Lopez,paula.lopez.241@example.com,2023-05-21,PREMIUM,La Plata
CUST-000242,Juan,Acosta,juan.acosta.242@example.com,2024-03-18,PREMIUM,Córdoba
CUST-000243,Nicolas,Rodriguez,nicolas.rodriguez.243@example.com,2026-05-05,STANDARD,Córdoba
CUST-000244,Sofia,Torres,sofia.torres.244@example.com,2024-05-28,PREMIUM,Buenos Aires
CUST-000245,Lucia,Rodriguez,lucia.rodriguez.245@example.com,2023-01-31,STANDARD,Córdoba
CUST-000246,Paula,Diaz,paula.diaz.246@example.com,2023-02-02,STANDARD,Buenos Aires
CUST-000247,Sofia,Sanchez,sofia.sanchez.247@example.com,2025-12-13,STANDARD,Buenos Aires
CUST-000248,Martin,Romero,martin.romero.248@example.com,2025-01-11,STANDARD,Buenos Aires
CUST-000249,Martin,Torres,martin.torres.249@example.com,2024-03-29,PREMIUM,Buenos Aires
CUST-000250,Agustin,Martinez,agustin.martinez.250@example.com,2025-07-27,STANDARD,Buenos Aires
CUST-000251,Lucia,Romero,lucia.romero.251@example.com,2025-04-02,STANDARD,Buenos Aires
CUST-000252,Martin,Romero,martin.romero.252@example.com,2023-05-31,PREMIUM,Rosario
CUST-000253,Paula,Rodriguez,paula.rodriguez.253@example.com,2023-05-15,STANDARD,La Plata
CUST-000254,Paula,Torres,paula.torres.254@example.com,2024-10-27,STANDARD,La Plata
CUST-000255,Agustin,Martinez,agustin.martinez.255@example.com,2025-07-18,STANDARD,Mendoza
CUST-000256,Mateo,Fernandez,mateo.fernandez.256@example.com,2026-08-26,PREMIUM,La Plata
CUST-000257,Juan,Sanchez,juan.sanchez.257@example.com,2025-07-13,PREMIUM,Mendoza
CUST-000258,Nicolas,Romero,nicolas.romero.258@example.com,2025-03-27,STANDARD,Buenos Aires
CUST-000259,Nicolas,Sanchez,nicolas.sanchez.259@example.com,2024-10-02,STANDARD,Rosario
CUST-000260,Sofia,Romero,sofia.romero.260@example.com,2023-05-18,STANDARD,Buenos Aires
CUST-000261,Mateo,Sanchez,mateo.sanchez.261@example.com,2023-07-17,PREMIUM,Rosario
CUST-000262,Sofia,Torres,sofia.torres.262@example.com,2023-05-03,STANDARD,La Plata
CUST-000263,Agustin,Diaz,agustin.diaz.263@example.com,2023-09-08,STANDARD,Mendoza
CUST-000264,Lucia,Martinez,lucia.martinez.264@example.com,2026-05-14,STANDARD,Buenos Aires
CUST-000265,Paula,Torres,paula.torres.265@example.com,2024-03-11,STANDARD,Mendoza
CUST-000266,Juan,Fernandez,juan.fernandez.266@example.com,2024-12-18,PREMIUM,Rosario
CUST-000267,Mateo,Martinez,mateo.martinez.267@example.com,2026-03-21,STANDARD,Mendoza
CUST-000268,Agustin,Acosta,agustin.acosta.268@example.com,2026-06-10,STANDARD,La Plata
CUST-000269,Lucia,Acosta,lucia.acosta.269@example.com,2024-07-01,STANDARD,Rosario
CUST-000270,Camila,Diaz,camila.diaz.270@example.com,2024-12-19,STANDARD,Córdoba
CUST-000271,Paula,Sanchez,paula.sanchez.271@example.com,2023-05-23,STANDARD,Buenos Aires
CUST-000272,Mateo,Torres,mateo.torres.272@example.com,2024-03-16,STANDARD,Mendoza
CUST-000273,Nicolas,Rodriguez,nicolas.rodriguez.273@example.com,2025-01-27,STANDARD,Rosario
CUST-000274,Paula,Acosta,paula.acosta.274@example.com,2023-06-23,PREMIUM,Córdoba
CUST-000275,Sofia,Acosta,sofia.acosta.275@example.com,2023-04-12,STANDARD,Rosario
CUST-000276,Martin,Sanchez,martin.sanchez.276@example.com,2025-09-21,STANDARD,Mendoza
CUST-000277,Camila,Lopez,camila.lopez.277@example.com,2025-11-15,STANDARD,Mendoza
